Country,Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People
Myanmar,2001,20.924,8.811,2.428,64.157,59.993,62.02421951,1.094382154,48453000,13397.0,0.027649475
Mexico,2001,24.148,4.624,2.659,76.732,71.916,74.26526829,1.510114609,103873607,14077880.0,13.55289414
Tunisia,2001,17.1,5.6,2.08,74.7,70.6,72.6,1.131488354,9563500,119165.0,1.247438441
Nicaragua,2001,27.904,5.234,3.251,72.457,66.97,69.64658537,1.577606477,5100920,90294.0,1.770151267
"Congo, Dem. Rep.",2001,47.608,18.697,7.089,47.795,44.985,46.35573171,2.283948719,46949244,15000.0,0.031949396
Comoros,2001,39.045,10.506,5.315,59.499,56.337,57.87943902,2.546575016,528312,0.0,0.0
United Kingdom,2001,11.5,10.3,1.64,80.2,75.4,77.74146341,0.357300887,58892514,43452000.0,73.70811816
"Gambia, The",2001,45.316,12.171,5.917,56.485,53.92,55.17121951,2.949834981,1228863,5600.0,0.455705803
High income: nonOECD,2001,11.74138415,11.88451876,1.568653291,73.3984182,63.0472749,68.81196448,0.181313163,231667801,37894189.0,16.38519333
Greece,2001,9.5,9.6,1.26,80.5,75.4,77.88780488,0.320201198,10917482,5932403.0,53.99532333
Paraguay,2001,28.033,5.784,3.677,72.315,67.945,70.07670732,2.076109351,5350253,820810.0,15.34151749
Botswana,2001,27.402,13.399,3.413,51.954,49.095,50.48963415,1.749951776,1755375,222190.0,12.65769422
Heavily indebted poor countries (HIPC),2001,42.98309836,14.37089184,6.082106352,52.81632513,50.72652818,51.74389951,2.753952885,472726491,2870156.0,0.598966884
Canada,2002,10.6,7.1,1.505,82.1,77.0,79.48780488,1.009521666,31081900,10649000.0,34.36625958
Sao Tome and Principe,2002,36.717,8.522,4.654,65.327,61.717,63.47797561,1.674938076,141783,0.0,0.0
Lao PDR,2002,29.816,8.105,3.991,63.551,61.05,62.27,1.508310163,5470169,29545.0,0.540111284
Arab World,2002,27.98658542,6.482449094,3.727940216,69.70669362,66.13250038,67.86960305,2.137064271,283493089,16679594.0,5.746610803
Latin America & Caribbean (all income levels),2002,22.18150456,5.983285626,2.59719745,75.19678315,68.77322042,71.90761525,1.435517835,532840550,84724348.0,15.90731238
Cambodia,2002,26.99,8.161,3.619,65.583,60.296,62.87502439,2.022424703,12472586,223458.0,1.791593179
Ethiopia,2002,42.727,13.323,6.38,53.852,52.085,52.94695122,2.885185404,67956866,27500.0,0.040466846
Aruba,2002,13.776,7.02,1.848,76.307,71.379,73.78290244,2.216120996,92894,53000.0,57.05427692
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Swaziland,2002,32.131,14.742,4.121,47.829,47.058,47.43409756,1.033081338,1074761,55000.0,5.117416802
South Asia,2002,26.21049333,8.517099746,3.252809041,64.21431195,61.94309995,63.05031593,1.703841036,1405746086,8506448.0,0.605016462
Argentina,2002,18.445,7.801,2.424,77.768,70.321,73.95368293,0.998422507,37273361,6741791.0,18.08742442
Bolivia,2002,30.938,8.287,4.062,65.435,61.297,63.31553659,2.025140146,8669066,779917.0,8.996551647
"Bahamas, The",2002,16.822,5.585,1.989,75.733,69.509,72.54509756,1.746487254,303005,60555.0,19.98481873
Burkina Faso,2002,46.024,15.151,6.531,52.094,49.681,50.85807317,2.871349978,11946080,76186.0,0.637748952
Bahrain,2002,20.752,2.733,2.718,75.671,73.925,74.77670732,4.464569936,698749,299587.0,42.87476619
Saudi Arabia,2002,26.174,3.928,3.804,74.731,71.151,72.89734146,3.641140896,20891594,2528640.0,12.10362407
Middle East & North Africa (all income levels),2002,24.15902907,5.618224605,3.107864121,71.6258911,68.2775799,69.90560573,1.928877297,317805287,24207675.0,7.619606522
Guatemala,2002,36.288,6.272,4.718,71.854,64.76,68.2204878,2.423069452,11478984,1146441.0,9.987303754
Guinea,2002,41.675,15.083,5.866,51.285,51.268,51.27629268,1.69179174,8895353,55670.0,0.625832387
World,2002,21.05618391,8.500348274,2.614054584,70.15164109,65.91665746,67.98632695,1.278495281,6180015757,960971700.0,15.52632773
St. Lucia,2002,18.895,7.315,2.224,73.586,69.795,71.64426829,1.077960622,158650,2700.0,1.701859439
"Congo, Rep.",2002,39.245,13.655,5.131,53.523,51.411,52.4412439,2.509102164,3205636,150000.0,4.679258656
Spain,2002,9.9,8.8,1.24,82.8,76.1,79.36829268,1.216479485,40756001,29655729.0,72.76287627
Liberia,2002,42.36,13.966,5.804,53.249,51.852,52.53346341,3.626496537,2998770,2000.0,0.066694011
Maldives,2002,23.382,4.798,3.055,71.526,69.546,70.51185366,1.845412633,277825,18894.0,6.800683884
East Asia & Pacific (all income levels),2002,15.17370419,6.534961384,1.774030707,74.21693195,70.25369964,72.22107307,0.90689681,2061910900,328613299.0,15.81584485
Oman,2002,23.144,3.386,3.488,74.902,70.779,72.79021951,2.09820946,2239025,323000.0,14.425922
Tanzania,2002,41.716,14.1,5.675,51.115,49.908,50.49678049,2.539132122,34895398,275560.0,0.789674329
Cabo Verde,2002,27.752,5.972,3.527,74.194,66.099,70.04778049,1.877718233,450812,31507.0,6.988944394
Gabon,2002,33.562,11.134,4.544,60.68,58.369,59.49631707,2.400283565,1255299,150000.0,11.94934434
European Union,2002,10.34666245,9.89955074,1.448389495,80.75625555,74.36931589,77.48034511,0.243009646,489161520,316946803.0,64.80565912
Jamaica,2002,18.92,6.38,2.578,73.603,67.749,70.60460976,0.622414759,2605556,597826.0,22.9496504
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
United Arab Emirates,2002,16.438,1.826,2.532,75.722,73.628,74.64946341,3.434704941,3132104,1909303.0,60.95911885
Guam,2002,21.466,4.566,2.794,77.92,73.103,75.4527561,0.698650775,156417,32600.0,20.84172436
India,2002,25.186,8.76,3.083,63.832,61.342,62.55663415,1.640481778,1059500888,6540000.0,0.617271781
Madagascar,2002,40.375,9.786,5.443,60.348,57.938,59.11360976,3.070579738,16235767,147500.0,0.908488031
Lesotho,2002,30.83,17.439,3.975,45.979,45.379,45.67168293,0.81953929,1871500,57000.0,3.045685279
OECD members,2002,13.22556478,8.123980129,1.77597083,80.4049372,74.45100158,77.35464895,0.734305524,1164804524,625050618.0,53.67580396
Pacific island small states,2002,28.67242338,6.453779117,3.790868365,69.23444036,64.94341366,67.03673458,1.100385181,1974075,85870.0,4.393066659
Turkey,2002,21.021,6.265,2.404,74.254,67.026,70.55185366,1.454852768,64100297,19572897.0,30.53479924
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Venezuela, RB",2002,23.282,5.002,2.779,75.598,69.7,72.57707317,1.878735629,24870441,6472584.0,26.025208
Bangladesh,2002,26.307,7.046,3.011,66.091,65.504,65.79034146,1.756784867,134729503,520000.0,0.385958523
Solomon Islands,2002,35.397,7.408,4.665,64.868,62.13,63.46560976,2.678343776,423529,967.0,0.228319666
Lebanon,2002,17.631,5.366,2.137,76.62,73.252,74.89492683,3.708004676,3357600,766754.0,22.83637122
Mongolia,2002,19.061,7.491,2.102,66.59,60.367,63.40260976,0.921548797,2419669,195000.0,8.058953518
France,2002,13.1,8.8,1.9,83.0,75.5,79.15853659,0.727376567,61355725,36997400.0,62.07543084
Syrian Arab Republic,2002,29.81,3.598,3.841,75.267,72.035,73.61158537,1.994345766,16700984,200000.0,1.197534229
Rwanda,2002,40.238,13.121,5.786,50.043,48.262,49.13078049,4.249122786,8760003,65000.0,0.742008878
Somalia,2002,48.223,15.308,7.556,52.827,49.695,51.22280488,2.985933897,7609265,85000.0,1.117059269
Peru,2002,23.658,5.675,2.872,73.645,68.388,70.95239024,1.421680122,26372358,1793284.0,6.799862189
Vanuatu,2002,31.842,6.026,4.268,69.732,66.223,67.93470732,2.258452632,189285,350.0,0.184906358
Cote d'Ivoire,2002,37.986,17.317,5.289,46.94,45.638,46.27312195,1.774717213,16420173,728545.0,4.436889916
Benin,2002,42.313,12.126,5.898,57.357,53.666,55.4664878,3.193992499,7174911,125000.0,1.742181889
Other small states,2002,31.6238801,12.03997127,4.15787976,57.44054778,54.65400449,56.01099536,1.776079051,16510199,1133449.0,7.546239859
Cuba,2002,12.785,7.117,1.626,78.854,74.984,76.87180488,0.332071629,11175465,8579.0,0.076766381
Cameroon,2002,41.07,13.991,5.567,52.757,50.805,51.75719512,2.619426028,16350440,417295.0,2.552194314
Low & middle income,2002,23.3630566,8.321547736,2.845766496,67.71703685,64.23639943,65.91669736,1.453930124,4962395348,330500334.0,6.646662369
Togo,2002,38.801,12.528,5.224,54.42,52.796,53.58819512,2.586575863,4992225,95000.0,1.902959101
China,2002,13.38,6.43,1.514,74.036,71.271,72.61978049,0.726380638,1271850000,144820000.0,11.24474524
Dominican Republic,2002,24.7,5.975,2.863,73.99,67.835,70.83743902,1.556226636,8799298,1270082.0,14.43390143
Germany,2002,8.9,10.1,1.35,81.3,75.5,78.32926829,0.168225361,82349925,56126000.0,67.14964818
Ghana,2002,34.452,10.612,4.617,57.941,56.392,57.14760976,2.457507407,19293392,243797.0,1.263629537
Tonga,2002,28.412,6.257,4.236,73.079,68.822,70.89858537,0.551750812,98504,236.0,0.239584179
Indonesia,2002,21.477,6.735,2.475,69.634,65.635,67.58573171,1.440560753,211970371,6520947.0,3.076348345
Latin America & Caribbean (developing only),2002,22.49160741,5.970174797,2.624397517,74.97627964,68.56491683,71.69333463,1.464955212,507634232,76967541.0,15.16202585
Colombia,2002,22.518,5.62,2.603,75.063,67.634,71.25790244,1.642322909,40558648,3265261.0,8.05071461
Libya,2002,22.426,4.4,2.984,74.015,70.669,72.30119512,1.581117575,5258677,50000.0,0.950809491
Finland,2002,10.8,9.4,1.73,81.5,74.6,77.96585366,0.227687342,5188008,4175587.0,80.48036651
Central African Republic,2002,39.081,19.451,5.393,45.409,42.243,43.78739024,1.79045285,3704045,11000.0,0.296972634
North America,2002,13.75570372,8.362087716,1.978086972,79.66352396,74.47751865,77.00732664,0.996637494,316113359,139162333.0,43.6817197
Vietnam,2002,17.031,5.383,1.94,78.743,69.248,73.87970732,1.267329552,78621000,1251195.0,1.530911368
Kenya,2002,38.668,12.284,5.001,53.758,51.843,52.77714634,2.653624915,32126351,600000.0,1.867625738
"Korea, Dem. Rep.",2002,17.414,8.926,1.992,69.703,62.09,65.80365854,0.885828493,23043449,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mauritius,2002,16.4,6.7,1.91,75.3,68.4,71.76585366,1.090026772,1199881,272416.0,22.83991451
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Angola,2002,50.257,18.753,6.811,47.374,44.639,45.97314634,3.252491121,14385283,75000.0,0.521366177
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Egypt, Arab Rep.",2002,24.563,6.879,3.242,71.246,66.444,68.78643902,1.601343297,67204189,2793800.0,4.157181333
South Africa,2002,23.835,12.463,2.834,56.532,52.703,54.57080488,2.046501927,44909738,10787000.0,23.70080761
St. Vincent and the Grenadines,2002,19.39,7.387,2.321,73.119,68.268,70.63434146,0.085230173,107989,7492.0,6.937743659
Fiji,2002,24.465,6.129,3.046,70.392,65.308,67.788,0.375443074,814700,80933.0,9.934086167
Caribbean small states,2002,18.72282924,7.282711914,2.366775098,72.72994203,66.37185429,69.47590832,0.735845184,6478705,1220489.0,18.84024547
Brunei Darussalam,2002,22.166,2.797,2.341,78.2,74.371,76.23880488,2.180094242,339114,143004.0,42.16988977
Middle income,2002,21.37967754,7.758081396,2.573644682,69.35901614,65.58922478,67.4072297,1.319718156,4310770173,326938950.0,7.566629467
Austria,2002,9.4,9.3,1.33,81.6,75.6,78.52682927,0.382799394,8042293,6541000.0,81.26031128
High income: OECD,2002,11.64471027,8.571633809,1.636935848,81.21488716,75.24164546,78.15412966,0.625316103,985176774,578752732.0,58.76521228
Mozambique,2002,44.502,16.903,5.76,49.026,46.098,47.52629268,2.752913176,18785719,152652.0,0.812595994
Uganda,2002,48.015,15.03,6.822,49.296,48.665,48.97280488,3.291753994,25088033,283520.0,1.130100554
Japan,2002,9.3,7.7,1.33,84.9,78.1,81.41707317,0.219668696,127149000,74819158.0,59.39257273
Niger,2002,52.743,16.202,7.704,51.353,51.459,51.40729268,3.633156466,11396434,2126.0,0.018654958
United States,2002,14.1,8.5,2.0305,79.4,74.2,76.73658537,0.989741382,284968955,128500000.0,44.69057874
Afghanistan,2002,49.281,11.988,7.623,56.423,54.145,55.25621951,3.588203898,21347782,0.0,0.0
Kuwait,2002,23.147,3.146,2.796,74.366,72.546,73.43380488,3.827385458,1980604,877920.0,44.32587231
Panama,2002,23.606,4.782,2.799,77.933,72.8,75.30390244,1.996332515,3116409,475141.0,15.24642626
Mali,2002,48.168,17.35,6.822,49.197,49.836,49.52429268,2.902628916,10562768,23997.0,0.227184768
Costa Rica,2002,19.552,3.954,2.345,80.319,75.588,77.89580488,2.11261029,4013488,326944.0,8.146131245
Euro area,2002,10.40303686,9.475464387,1.460275901,81.92604129,75.54270576,78.65310039,0.460840246,319071777,229438281.0,71.98062724
Ireland,2002,15.0,7.8,1.94,79.9,74.5,77.13414634,1.59215149,3866243,2970000.0,76.82678973
Pakistan,2002,30.205,7.853,4.29,64.962,63.398,64.16092683,2.081382659,146857081,742606.0,0.505665777
Nigeria,2002,42.833,17.374,6.077,47.399,46.388,46.88117073,2.513989191,126004992,266461.0,0.211468606
Lower middle income,2002,26.47667086,8.926512528,3.32585134,64.89001427,61.42419203,63.09858279,1.66722598,2124273947,46143313.0,2.170627618
Ecuador,2002,24.984,5.018,3.025,76.663,70.873,73.69739024,1.957733623,12780869,859152.0,6.722172021
Australia,2002,12.7,6.6,1.739,82.4,77.0,79.63414634,1.348358342,19413000,11132000.0,57.12450962
Algeria,2002,19.339,5.26,2.439,70.74,67.578,69.12043902,1.348858342,32150198,100000.0,0.311040075
Chile,2002,16.25,5.063,2.047,80.216,74.193,77.13104878,1.189239187,15639289,5100783.0,32.61518474
Puerto Rico,2002,14.59,7.5,1.9346,81.4,72.94,77.06682927,0.214145951,3818774,1628161.0,42.85358211
Belize,2002,28.59,5.393,3.493,74.397,67.422,70.82443902,2.733621509,245198,39155.0,15.96872731
Fragile and conflict affected situations,2002,37.35327808,12.03389312,5.119839489,57.97612747,55.19387764,56.60612292,2.378637545,337932362,2877712.0,0.858258475
Sierra Leone,2002,43.546,23.588,5.845,39.52,38.205,38.84646341,3.696974977,4295667,26895.0,0.626096017
East Asia & Pacific (developing only),2002,15.78040504,6.514012537,1.816916038,73.12538364,69.53998404,71.27491668,0.953618645,1829456590,180255705.0,9.755606123
Denmark,2002,12.2,10.9,1.74,79.2,74.5,76.79268293,0.358315679,5358783,3960165.0,73.95702529
Philippines,2002,29.261,6.093,3.766,70.184,63.853,66.94129268,2.097448223,79297756,12159163.0,15.33355244
Portugal,2002,10.9,10.1,1.45,80.4,73.4,76.81463415,0.705230637,10362722,7977537.0,77.07273739
Morocco,2002,21.464,6.081,2.611,70.065,66.679,68.33070732,1.077530291,29021156,4771739.0,16.44227749
Namibia,2002,31.116,11.577,3.938,56.476,52.432,54.40468293,1.740809413,1931282,106600.0,5.519649642
French Polynesia,2002,19.536,4.795,2.414,75.628,70.108,72.80068293,1.675541714,241276,67300.0,27.89336693
Guinea-Bissau,2002,41.273,14.653,5.766,52.544,50.72,51.6097561,2.208659678,1301748,0.0,0.0
Kiribati,2002,27.806,6.95,3.754,67.886,62.167,64.9567561,1.763600116,84261,395.0,0.468781524
Switzerland,2002,10.0,8.5,1.38,83.1,77.4,80.1804878,0.632771238,7229854,5275791.0,73.26690722
Grenada,2002,19.087,8.146,2.512,72.87,68.193,70.47446341,0.22509581,101849,6414.0,6.29755815
Chad,2002,50.812,18.074,7.315,47.647,45.968,46.78702439,3.779727964,8620917,22000.0,0.25519327
Uruguay,2002,16.205,9.413,2.223,78.669,71.257,74.87260976,0.178139446,3326762,519991.0,15.63054405
Equatorial Guinea,2002,39.166,17.204,5.727,49.172,46.567,47.83773171,3.118309672,534592,15000.0,2.805878128
"Korea, Rep.",2002,11.6,5.0,1.297,80.04,72.82,76.34195122,0.740212672,47357362,29045596.0,62.87887506
Djibouti,2002,29.727,10.219,4.353,58.653,55.598,57.0882439,1.48909226,733732,3000.0,0.408868633
Antigua and Barbuda,2002,20.022,6.721,2.305,76.144,71.189,73.60607317,1.69075666,78972,25000.0,31.65678975
Low income,2002,36.483353,12.04894688,4.820652736,57.05035704,55.13373032,56.05687272,2.350833523,651625175,3561384.0,0.546538737
High income,2002,11.65123045,9.229317664,1.625617882,79.89132412,73.16185262,76.42416097,0.569744151,1217620409,630471366.0,51.8105222
Burundi,2002,42.422,15.554,7.0,49.737,47.312,48.49492683,2.443426713,6839376,33416.0,0.488582584
Least developed countries: UN classification,2002,37.8071739,12.16122565,5.073901224,56.79981492,54.98183623,55.85931802,2.482392927,679537030,3612166.0,0.532525425
Cyprus,2002,12.828,6.814,1.658,80.245,76.061,78.10197561,1.910421989,961481,314355.0,32.69487385
Barbados,2002,13.349,9.97,1.78,75.612,70.928,73.21287805,0.413083282,268296,53111.0,19.79567344
Qatar,2002,18.876,1.961,3.127,77.777,76.164,76.95082927,3.005615706,611808,177929.0,29.08248993
Italy,2002,9.4,9.7,1.25,83.1,77.1,80.02682927,0.056167601,56974100,51246000.0,89.59054415
Sudan,2002,39.436,10.313,5.366,60.255,56.503,58.3332439,2.510652376,28434810,103846.0,0.29668392
Sub-Saharan Africa (developing only),2002,41.34400586,14.97630829,5.721852535,51.41672031,49.53086686,50.44736314,2.6720459,681464392,17031727.0,2.498406606
Singapore,2002,11.8,4.4,1.41,80.4,76.4,78.35121951,2.696743099,4138000,2991600.0,74.35716693
Malta,2002,10.1,7.4,1.48,81.2,76.6,78.84390244,0.636056217,393028,239416.0,58.52032186
Netherlands,2002,12.6,8.7,1.71,80.7,75.8,78.1902439,0.754840058,16046180,12200000.0,76.48800198
Suriname,2002,22.134,7.559,2.702,71.562,64.631,68.01197561,1.413670641,473312,87000.0,18.38111013
"Iran, Islamic Rep.",2002,18.228,5.234,2.079,71.107,68.954,70.0042439,1.425920732,66857624,2087353.0,3.12208672
Israel,2002,21.2,5.8,2.92,81.2,77.7,79.40731707,2.357117299,6439000,5500621.0,89.73880798
Malaysia,2002,21.68,4.398,2.683,75.137,71.026,73.03136585,2.133252618,23925742,7385000.0,30.86633635
Iceland,2002,14.4,6.1,1.95,83.2,78.3,80.6902439,1.329295255,284968,248131.0,87.35284592
Zambia,2002,45.3,19.159,6.044,42.819,42.209,42.50656098,2.552594185,10362137,121200.0,1.169642903
Sub-Saharan Africa (all income levels),2002,41.34229861,14.97805449,5.721856573,51.41500781,49.52848058,50.44531731,2.672432356,681998984,17046727.0,2.498647536
Senegal,2002,39.794,10.515,5.484,59.812,56.607,58.17041463,2.577006782,10119118,301811.0,2.982582079
Papua New Guinea,2002,34.551,8.984,4.451,61.312,57.069,59.1387561,2.564693222,5518971,10700.0,0.193876721
Malawi,2002,44.608,17.269,6.186,46.494,46.078,46.28092683,2.629695607,11623166,55730.0,0.479473493
Zimbabwe,2002,32.028,17.33,4.039,43.061,43.436,43.25307317,0.662494454,12586763,314002.0,2.494700186
Jordan,2002,30.821,4.084,3.966,73.453,70.531,71.95636585,2.470786591,4917000,865627.0,17.90295067
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mauritania,2002,37.873,9.689,5.321,61.32,58.294,59.77009756,3.029890115,2791403,110463.0,3.957257336
Small states,2002,28.0668152,10.38190136,3.642260922,62.26686174,58.48091,60.32728216,1.450570024,24962979,2439808.0,10.40304925
New Caledonia,2002,19.9,5.2,2.47,77.7,72.1,74.83170732,1.901793221,217324,67917.0,31.74893301
Trinidad and Tobago,2002,14.733,8.172,1.744,72.455,65.034,68.654,0.343814344,1272347,256106.0,20.12862843
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Honduras,2002,30.967,5.325,3.883,73.172,68.34,70.69707317,2.055196533,6365040,237629.0,3.73334653
Myanmar,2002,20.424,8.728,2.353,64.446,60.314,62.32960976,0.906458547,48894203,22671.0,0.04636746
Mexico,2002,23.627,4.597,2.61,76.99,72.15,74.51097561,1.401720367,105339877,21757559.0,20.65462731
Tunisia,2002,16.9,5.5,2.05,75.0,70.8,72.84878049,1.144675675,9673600,389208.0,4.032357658
Nicaragua,2002,27.19,5.133,3.139,73.0,67.377,70.11992683,1.47439744,5176685,164509.0,3.177883143
"Congo, Dem. Rep.",2002,47.296,18.396,7.027,48.125,45.3,46.67804878,2.560797024,48167045,150000.0,0.311416239
Comoros,2002,39.26,10.404,5.313,59.697,56.606,58.11380488,2.553470174,541976,0.0,0.0
United Kingdom,2002,11.3,10.2,1.63,80.4,75.7,77.99268293,0.38497597,59119673,46283000.0,78.20217751
"Gambia, The",2002,45.118,11.944,5.891,56.81,54.248,55.4977561,3.031863678,1266691,55085.0,4.348732248
High income: nonOECD,2002,11.67892203,12.02279328,1.575666347,73.74714664,63.23073985,69.07562118,0.334890734,232443635,51718634.0,22.29030667
Greece,2002,9.3,9.4,1.25,81.0,75.9,78.38780488,0.313518153,10951764,7963742.0,72.31264774
Paraguay,2002,27.561,5.725,3.595,72.556,68.243,70.34690244,2.041867004,5460621,1150000.0,21.05987579
Botswana,2002,26.88,14.166,3.316,50.622,48.258,49.41117073,1.581054794,1783349,332264.0,18.63146249
Heavily indebted poor countries (HIPC),2002,42.62745666,14.06486882,6.010474041,53.20937614,51.14978895,52.15261309,2.787808649,485905201,5296669.0,1.075525569
Canada,2003,10.7,7.1,1.52,82.1,77.2,79.5902439,0.897131277,31362000,11872000.0,37.94941948
Sao Tome and Principe,2003,37.04,8.386,4.625,65.556,61.936,63.70185366,1.861493852,144447,1980.0,1.370744979
Lao PDR,2003,29.024,7.82,3.829,64.146,61.647,62.86602439,1.363129202,5545245,55160.0,0.994726112
Arab World,2003,27.66819627,6.437353964,3.64864811,69.89533199,66.31188167,68.05338239,2.182726578,289680968,25275663.0,8.526644585
Latin America & Caribbean (all income levels),2003,21.74157812,5.955474391,2.548712116,75.46826328,69.04427985,72.17934859,1.384514185,540217803,101573193.0,18.81020074
Cambodia,2003,26.612,7.805,3.504,66.591,61.355,63.90914634,1.880372561,12709336,380000.0,2.989928034
Ethiopia,2003,41.771,12.744,6.218,54.622,52.89,53.73487805,2.88838464,69948344,50369.0,0.072008853
